"Date","Price","Open","High","Low","Vol.","Change %"
"03/19/2019","435.3795","434.5167","437.8245","433.0376","","0.20%"
"03/18/2019","434.5167","432.4751","435.0939","430.4801","","0.47%"
"03/15/2019","432.4751","431.8132","433.5728","427.5514","","0.15%"
"03/14/2019","431.8132","431.4948","433.6155","430.1503","","0.07%"
"03/13/2019","431.4948","426.3935","432.1878","426.3935","","1.28%"
"03/12/2019","426.0500","424.1038","428.1016","424.1038","","0.53%"
"03/11/2019","423.7903","422.1636","425.4503","422.1183","","0.46%"
"03/08/2019","421.8395","423.7377","423.7377","415.1518","","-0.36%"
"03/07/2019","423.3738","423.1129","425.9400","421.8835","","0.15%"
"03/06/2019","422.7215","424.3858","424.3858","420.2440","","-0.39%"
"03/05/2019","424.3858","423.0501","425.6846","421.0817","","0.32%"
"03/04/2019","423.0501","421.3499","426.2293","420.8764","","0.40%"
"03/01/2019","421.3499","426.3466","429.1029","419.0394","","-1.17%"
"02/28/2019","426.3466","426.7730","427.9095","424.2631","","-0.10%"
"02/27/2019","426.7730","421.5147","428.3563","421.5147","","1.25%"
"02/26/2019","421.5147","420.5328","423.2717","418.5130","","0.23%"
"02/25/2019","420.5328","429.4461","431.2041","419.4355","","-2.08%"
"02/22/2019","429.4461","428.1907","431.5452","427.4207","","0.29%"
"02/21/2019","428.1907","427.1003","428.6914","425.9946","","0.26%"
"02/20/2019","427.1003","424.2099","428.5108","421.4736","","0.68%"
"02/19/2019","424.2099","423.3971","425.5824","421.8293","","0.19%"
"02/15/2019","423.3971","416.2430","423.9362","416.2430","","1.72%"
"02/14/2019","416.2431","414.6913","418.6227","412.0643","","0.37%"
"02/13/2019","414.6913","411.0690","416.6695","411.0625","","1.05%"
"02/12/2019","410.3620","406.9627","413.8073","406.9627","","1.01%"
"02/11/2019","406.2719","408.5733","408.8294","402.9636","","-0.40%"
"02/08/2019","407.8909","406.8943","409.5584","404.7387","","0.42%"
"02/07/2019","406.1776","412.6872","412.9713","402.8001","","-1.41%"
"02/06/2019","412.0038","410.2135","412.8318","406.9006","","0.44%"
"02/05/2019","410.2135","412.6717","414.8841","409.4814","","-0.60%"
"02/04/2019","412.6717","413.3025","416.0295","406.6158","","-0.15%"
"02/01/2019","413.3026","407.8907","414.5740","405.6873","","1.33%"
"01/31/2019","407.8907","410.3765","415.1157","407.2174","","-0.61%"
"01/30/2019","410.3765","407.1027","413.2967","406.3996","","0.80%"
"01/29/2019","407.1027","401.2753","409.0237","400.7492","","1.45%"
"01/28/2019","401.2753","409.6907","409.6907","399.3619","","-2.05%"
"01/25/2019","409.6907","406.6508","410.2571","405.3388","","0.75%"
"01/24/2019","406.6508","405.7503","408.3227","403.2175","","0.22%"
"01/23/2019","405.7503","406.5972","410.7294","402.6999","","-0.21%"
"01/22/2019","406.5972","413.2006","413.6417","403.5207","","-1.60%"
"01/18/2019","413.2006","406.0504","413.4415","406.0504","","1.76%"
"01/17/2019","406.0504","406.2735","407.4249","401.2152","","-0.05%"
"01/16/2019","406.2735","404.3959","407.2603","402.7316","","0.46%"
"01/15/2019","404.3959","399.6378","405.1250","399.6378","","1.19%"
"01/14/2019","399.6378","403.1212","405.3583","398.6471","","-0.82%"
"01/11/2019","402.9250","405.9153","409.7825","401.0939","","-0.70%"
"01/10/2019","405.7726","405.5145","406.6611","401.9090","","0.10%"
"01/09/2019","405.3552","394.6562","406.4000","394.6562","","2.76%"
"01/08/2019","394.4705","389.4788","395.5085","388.3918","","1.36%"
"01/07/2019","389.1942","386.7994","394.6779","386.7994","","0.62%"
"01/04/2019","386.7994","381.1982","391.6490","379.7059","","1.47%"
"01/03/2019","381.1982","377.9058","382.6119","373.4339","","0.87%"
"01/02/2019","377.9058","374.3282","384.4749","369.5535","","0.96%"
"12/31/2018","374.3282","374.9827","379.7887","370.9183","","-0.17%"
"12/28/2018","374.9827","374.1742","380.3356","371.8393","","0.22%"
"12/27/2018","374.1741","380.2251","381.8087","373.5280","","-1.59%"
"12/26/2018","380.2251","367.2925","381.4163","365.9394","","3.52%"
"12/24/2018","367.2925","380.3173","382.8437","366.9603","","-3.42%"
"12/21/2018","380.3173","381.7810","385.9910","377.2044","","-0.38%"
"12/20/2018","381.7810","392.6304","392.6304","381.4939","","-2.76%"
"12/19/2018","392.6304","387.8716","394.0015","386.5824","","1.23%"
"12/18/2018","387.8716","400.4791","400.4791","386.1247","","-3.15%"
"12/17/2018","400.4790","406.0863","408.4761","397.9210","","-1.38%"
"12/14/2018","406.0863","412.9120","413.3659","404.9665","","-1.65%"
"12/13/2018","412.9120","407.9722","413.3841","404.7264","","1.22%"
"12/12/2018","407.9208","409.5456","414.1074","407.3176","","-0.40%"
"12/11/2018","409.5523","408.3054","413.0408","406.6381","","0.29%"
"12/10/2018","408.3516","416.2384","417.5096","407.2779","","-1.89%"
"12/07/2018","416.2114","407.7367","422.8652","404.9540","","2.09%"
"12/06/2018","407.6834","415.7509","416.2937","402.0090","","-1.94%"
"12/05/2018","415.7509","417.0622","421.7349","412.5352","","-0.31%"
"12/04/2018","417.0622","414.7629","422.4750","414.7629","","0.55%"
"12/03/2018","414.7629","406.5198","419.5774","406.5198","","2.03%"
"11/30/2018","406.5197","408.1333","409.6851","400.4630","","-0.40%"
"11/29/2018","408.1333","404.3772","410.4547","400.0247","","0.93%"
"11/28/2018","404.3772","406.1970","409.9803","403.6884","","-0.45%"
"11/27/2018","406.1970","407.8924","409.4726","401.1722","","-0.42%"
"11/26/2018","407.8924","403.5558","409.6634","402.6491","","1.07%"
"11/23/2018","403.5558","422.1278","422.1278","403.0190","","-4.40%"
"11/21/2018","422.1278","418.3737","427.7546","418.3737","","0.90%"
"11/20/2018","418.3737","435.2445","435.6066","414.7225","","-3.88%"
"11/19/2018","435.2445","432.3761","437.4110","427.5296","","0.66%"
"11/16/2018","432.3761","429.9821","437.9959","429.2104","","0.56%"
"11/15/2018","429.9821","432.8292","434.2064","428.9892","","-0.66%"
"11/14/2018","432.8292","426.4164","436.0371","423.9340","","1.50%"
"11/13/2018","426.4164","441.9900","441.9900","424.4152","","-3.41%"
"11/12/2018","441.4706","441.0476","446.6806","440.5846","","0.21%"
"11/09/2018","440.5506","443.8992","444.1983","436.3969","","-0.63%"
"11/08/2018","443.3456","447.7389","451.1065","441.8826","","-0.87%"
"11/07/2018","447.2286","447.6162","452.8312","444.6040","","0.06%"
"11/06/2018","446.9656","451.2856","451.9900","443.6158","","-0.96%"
"11/05/2018","451.2855","450.5379","455.2612","448.8151","","0.17%"
"11/02/2018","450.5379","450.8188","452.9737","447.7816","","-0.06%"
"11/01/2018","450.8188","456.3168","457.8904","449.1613","","-1.20%"
"10/31/2018","456.3168","459.7746","463.8445","455.3227","","-0.75%"
"10/30/2018","459.7746","465.4103","465.5310","457.7409","","-1.21%"
"10/29/2018","465.4103","468.0800","470.1223","464.3484","","-0.57%"
"10/26/2018","468.0800","465.1067","468.7941","460.3287","","0.64%"
"10/25/2018","465.1067","463.9168","466.6473","460.5852","","0.26%"
"10/24/2018","463.9168","464.0350","468.3163","460.7692","","-0.03%"
"10/23/2018","464.0350","475.3219","476.4088","461.4406","","-2.37%"
"10/22/2018","475.3219","474.7219","477.1539","471.7785","","0.13%"
"10/19/2018","474.7219","472.8017","478.5699","472.1710","","0.41%"
"10/18/2018","472.8017","477.9864","478.6943","471.9675","","-1.08%"
"10/17/2018","477.9863","484.6870","486.6280","476.1298","","-1.38%"
"10/16/2018","484.6869","483.9433","486.0323","480.3437","","0.15%"
"10/15/2018","483.9433","480.6621","485.3357","479.3025","","0.68%"
"10/12/2018","480.6621","478.6710","483.9027","477.0372","","0.42%"
"10/11/2018","478.6710","488.2266","488.2266","477.1198","","-1.98%"
"10/10/2018","488.3504","496.2390","497.0927","487.4556","","-1.62%"
"10/09/2018","496.3946","493.3599","497.5657","492.1517","","0.58%"
"10/08/2018","493.5080","494.2214","494.2214","488.3417","","-0.16%"
"10/05/2018","494.3109","495.0820","497.2693","492.9558","","-0.17%"
"10/04/2018","495.1614","502.5526","503.6770","493.6335","","-1.47%"
"10/03/2018","502.5525","497.9369","504.3294","495.1820","","0.93%"
"10/02/2018","497.9369","496.0365","498.8153","494.7950","","0.38%"
"10/01/2018","496.0365","486.2795","497.6809","485.1639","","2.01%"
"09/28/2018","486.2794","481.2402","488.3528","480.9467","","1.05%"
"09/27/2018","481.2402","479.6912","483.3222","479.3156","","0.32%"
"09/26/2018","479.6912","482.4990","483.3402","479.3560","","-0.58%"
"09/25/2018","482.4990","480.3643","483.7676","479.5049","","0.44%"
"09/24/2018","480.3642","473.8382","482.1504","473.8382","","1.38%"
"09/21/2018","473.8382","471.2704","477.7229","470.8735","","0.54%"
"09/20/2018","471.2704","471.9473","473.8286","469.8177","","-0.14%"
"09/19/2018","471.9473","467.8026","472.1845","466.9219","","0.89%"
"09/18/2018","467.8025","463.4147","470.3958","461.5132","","0.95%"
"09/17/2018","463.4147","464.4946","466.8281","462.5274","","-0.21%"
"09/14/2018","464.3772","464.2810","467.7977","461.3006","","0.02%"
"09/13/2018","464.2708","471.3424","471.3424","463.3974","","-1.51%"
"09/12/2018","471.3854","467.2506","474.2001","467.2506","","0.88%"
"09/11/2018","467.2802","462.5334","468.0060","461.3681","","1.03%"
"09/10/2018","462.5088","461.0776","465.2996","461.0776","","0.32%"
"09/07/2018","461.0309","459.7934","461.5528","457.1748","","0.27%"
"09/06/2018","459.7934","463.4786","465.2418","456.6156","","-0.80%"
"09/05/2018","463.4786","468.1036","468.1036","462.9785","","-0.99%"
"09/04/2018","468.1035","468.6881","474.6352","466.0161","","-0.12%"
"08/31/2018","468.6881","469.2934","471.2727","467.4314","","-0.13%"
"08/30/2018","469.2934","467.9913","470.7791","467.3567","","0.28%"
"08/29/2018","467.9913","463.3309","468.9698","461.9429","","1.01%"
"08/28/2018","463.3309","465.0627","467.6115","462.4960","","-0.37%"
"08/27/2018","465.0626","463.7911","465.3711","461.4908","","0.27%"
"08/24/2018","463.7911","459.2963","466.3853","458.9752","","0.98%"
"08/23/2018","459.2963","460.3274","460.9311","457.3128","","-0.22%"
"08/22/2018","460.3274","453.8197","461.4869","453.8197","","1.43%"
"08/21/2018","453.8197","452.3584","456.3114","452.3581","","0.32%"
"08/20/2018","452.3584","451.6321","453.8314","450.4619","","0.16%"
"08/17/2018","451.6321","449.3702","453.7522","448.1918","","0.50%"
"08/16/2018","449.3702","445.1233","449.5487","443.3211","","0.95%"
"08/15/2018","445.1233","454.9929","455.0007","443.3318","","-2.17%"
"08/14/2018","454.9929","455.0858","460.2777","453.9715","","-0.02%"
"08/13/2018","455.0858","458.1083","458.8661","449.0133","","-0.67%"
"08/10/2018","458.1783","457.1265","461.5639","453.5821","","0.22%"
"08/09/2018","457.1736","458.3657","460.3498","456.7198","","-0.27%"
"08/08/2018","458.4124","466.5493","467.7784","456.0561","","-1.77%"
"08/07/2018","466.6730","464.3042","469.3161","463.6711","","0.47%"
"08/06/2018","464.4977","462.1450","467.4706","461.7954","","0.51%"
"08/03/2018","462.1450","462.0272","464.1856","459.8265","","0.03%"
"08/02/2018","462.0272","457.5210","463.7136","455.0096","","0.98%"
"08/01/2018","457.5209","464.8324","464.8324","456.5733","","-1.57%"
"07/31/2018","464.8324","469.4069","469.6179","464.5287","","-0.97%"
"07/30/2018","469.4068","464.6572","470.7400","464.4017","","1.02%"
"07/27/2018","464.6572","467.0060","468.0738","462.7529","","-0.50%"
"07/26/2018","467.0059","465.3007","468.5193","465.3007","","0.37%"
"07/25/2018","465.3007","460.6075","466.0593","460.6075","","1.02%"
"07/24/2018","460.6075","457.8727","463.0510","456.1146","","0.60%"
"07/23/2018","457.8727","457.5819","462.8531","456.2493","","0.06%"
"07/20/2018","457.5819","455.1825","459.2654","453.7723","","0.53%"
"07/19/2018","455.1825","454.2964","458.0817","449.1161","","0.20%"
"07/18/2018","454.2964","451.5810","455.2721","448.2172","","0.60%"
"07/17/2018","451.5810","450.7329","453.5126","449.2016","","0.19%"
"07/16/2018","450.7329","463.3731","463.3770","449.8082","","-2.73%"
"07/13/2018","463.3692","460.7372","465.4174","457.0392","","0.41%"
"07/12/2018","461.4731","458.4078","462.8447","455.3364","","0.46%"
"07/11/2018","459.3806","479.2332","479.2332","458.2423","","-4.42%"
"07/10/2018","480.6399","479.9806","483.3578","478.6611","","-0.10%"
"07/09/2018","481.1086","479.4884","482.1818","478.5363","","0.08%"
"07/06/2018","480.7299","478.6124","481.0754","474.7768","","0.44%"
"07/05/2018","478.6123","480.9957","483.3504","477.6590","","-0.50%"
"07/03/2018","480.9957","479.5724","485.7850","477.1378","","0.30%"
"07/02/2018","479.5724","487.4373","487.4373","479.2046","","-1.61%"
"06/29/2018","487.4372","481.5458","488.3720","479.8044","","1.22%"
"06/28/2018","481.5457","481.2307","484.3826","479.1052","","0.07%"
"06/27/2018","481.2306","473.0555","482.5423","473.0555","","1.73%"
"06/26/2018","473.0555","466.2690","474.4006","464.8227","","1.46%"
"06/25/2018","466.2690","471.4514","471.4514","465.1798","","-1.10%"
"06/22/2018","471.4514","460.7342","471.6831","460.7342","","2.33%"
"06/21/2018","460.7342","463.7644","464.1570","457.4799","","-0.65%"
"06/20/2018","463.7644","462.6469","466.1813","460.5973","","0.24%"
"06/19/2018","462.6469","467.3852","467.3984","458.9988","","-1.01%"
"06/18/2018","467.3852","463.6150","467.9075","458.7345","","0.81%"
"06/15/2018","463.6150","474.1442","474.4027","462.9934","","-2.22%"
"06/14/2018","474.1442","478.0151","478.0981","473.1878","","-0.81%"
"06/13/2018","478.0151","476.4976","478.6680","473.4600","","0.32%"
"06/12/2018","476.4730","475.3612","478.0075","474.3309","","0.24%"
"06/11/2018","475.3482","476.2184","477.4458","472.5351","","-0.17%"
"06/08/2018","476.1698","477.5435","478.2928","474.2619","","-0.26%"
"06/07/2018","477.4340","471.4252","477.6640","471.4252","","1.31%"
"06/06/2018","471.2806","472.1969","475.4054","469.0999","","-0.19%"
"06/05/2018","472.1969","470.5007","472.7598","466.8533","","0.36%"
"06/04/2018","470.5007","477.1119","477.3674","470.2175","","-1.39%"
"06/01/2018","477.1119","481.4273","482.5108","476.7307","","-0.90%"
"05/31/2018","481.4273","483.6898","486.5034","479.5804","","-0.47%"
"05/30/2018","483.6898","477.0782","484.2625","474.7654","","1.39%"
"05/29/2018","477.0781","482.0706","482.0706","474.5818","","-1.04%"
"05/25/2018","482.0706","491.4913","491.7505","480.1529","","-1.92%"
"05/24/2018","491.4913","495.1131","495.3675","491.0248","","-0.73%"
"05/23/2018","495.1131","494.8326","495.2972","490.3876","","0.06%"
"05/22/2018","494.8326","493.0637","497.9823","493.0637","","0.36%"
"05/21/2018","493.0637","489.1310","493.7358","489.0750","","0.80%"
"05/18/2018","489.1310","490.2155","492.1968","488.8200","","-0.22%"
"05/17/2018","490.2155","489.2016","494.1398","489.1827","","0.21%"
"05/16/2018","489.2016","487.5075","489.4160","485.1310","","0.35%"
"05/15/2018","487.5075","486.7080","491.0119","483.6379","","0.16%"
"05/14/2018","486.7079","484.4275","487.3967","482.2361","","0.47%"
"05/11/2018","484.4275","487.0142","487.4741","483.6861","","-0.56%"
"05/10/2018","487.1351","485.5321","488.2340","483.0916","","0.31%"
"05/09/2018","485.6439","476.9344","486.7446","476.9344","","1.81%"
"05/08/2018","477.0129","482.4947","482.4947","470.2915","","-1.15%"
"05/07/2018","482.5539","479.3756","483.4655","479.0932","","0.65%"
"05/04/2018","479.4560","474.2769","480.6439","472.9500","","1.09%"
"05/03/2018","474.2769","472.5157","474.8778","469.7139","","0.37%"
"05/02/2018","472.5157","470.9179","473.1525","469.2184","","0.34%"
"05/01/2018","470.9179","475.7616","476.4730","469.2034","","-1.02%"
"04/30/2018","475.7616","473.1549","478.6366","469.8471","","0.55%"
"04/27/2018","473.1549","473.5333","473.9524","470.8361","","-0.08%"
"04/26/2018","473.5333","471.9954","475.0313","471.4053","","0.33%"
"04/25/2018","471.9954","470.4167","472.1200","467.9717","","0.34%"
"04/24/2018","470.4167","473.5233","476.1811","469.8103","","-0.66%"
"04/23/2018","473.5233","473.7708","474.8598","467.6894","","-0.05%"
"04/20/2018","473.7708","474.0286","474.5622","469.1183","","-0.05%"
"04/19/2018","474.0286","474.7754","479.7343","472.7937","","-0.16%"
"04/18/2018","474.7754","464.8517","475.4890","464.8517","","2.13%"
"04/17/2018","464.8517","464.5093","466.5958","461.5515","","0.07%"
"04/16/2018","464.5093","468.3058","468.3058","463.1776","","-0.81%"
"04/13/2018","468.3058","466.8654","469.6147","465.1160","","0.31%"
"04/12/2018","466.8654","466.8326","467.4578","462.4411","","0.03%"
"04/11/2018","466.7248","461.2586","469.6846","459.9916","","1.21%"
"04/10/2018","461.1467","452.0953","462.1389","451.1979","","2.04%"
"04/09/2018","451.9067","443.9739","452.4116","443.9059","","1.84%"
"04/06/2018","443.7237","448.6997","449.2272","442.5576","","-1.06%"
"04/05/2018","448.4565","445.7170","449.5550","444.7220","","0.61%"
"04/04/2018","445.7170","446.9050","447.4876","439.3048","","-0.27%"
"04/03/2018","446.9049","445.0710","448.7143","444.8587","","0.41%"
"04/02/2018","445.0710","452.9353","456.0851","444.9392","","-1.74%"
"03/29/2018","452.9353","450.0293","454.3565","449.0002","","0.65%"
"03/28/2018","450.0293","453.0515","453.0515","447.3613","","-0.67%"
"03/27/2018","453.0515","453.4246","457.4097","451.1639","","-0.08%"
"03/26/2018","453.4246","455.1745","457.7705","452.3416","","-0.38%"
"03/23/2018","455.1745","450.3000","455.5296","449.5564","","1.08%"
"03/22/2018","450.3000","453.4703","454.9545","449.6204","","-0.70%"
"03/21/2018","453.4703","446.1503","454.2518","446.1503","","1.64%"
"03/20/2018","446.1503","441.2909","448.4008","441.2909","","1.10%"
"03/19/2018","441.2909","444.6293","444.6293","439.3242","","-0.75%"
"03/16/2018","444.6293","441.3167","445.3283","439.7657","","0.75%"
"03/15/2018","441.3167","441.6077","443.1346","439.9473","","-0.07%"
"03/14/2018","441.6077","440.5718","443.0766","438.5503","","0.24%"
"03/13/2018","440.5718","441.5756","445.1884","438.8468","","-0.21%"
"03/12/2018","441.5023","444.4117","445.3865","438.2090","","-0.65%"
"03/09/2018","444.3967","437.7750","444.6625","437.0478","","1.53%"
"03/08/2018","437.7025","441.6022","442.4479","437.0567","","-0.87%"
"03/07/2018","441.5402","448.2940","448.2940","439.7101","","-1.49%"
"03/06/2018","448.2156","447.5448","450.6655","446.5429","","0.15%"
"03/05/2018","447.5448","441.5647","448.3411","440.4287","","1.35%"
"03/02/2018","441.5647","441.0432","442.4682","437.1658","","0.12%"
"03/01/2018","441.0432","443.3807","444.0902","436.6278","","-0.53%"
"02/28/2018","443.3807","450.0928","451.7143","442.8284","","-1.49%"
"02/27/2018","450.0928","453.6770","454.5165","449.0768","","-0.79%"
"02/26/2018","453.6770","451.5292","455.2485","450.6389","","0.48%"
"02/23/2018","451.5292","448.8438","451.9381","446.4229","","0.60%"
"02/22/2018","448.8438","444.5727","449.8263","440.3126","","0.96%"
"02/21/2018","444.5726","444.2095","445.1392","440.4173","","0.08%"
"02/20/2018","444.2095","443.5926","447.7643","443.3607","","0.14%"
"02/16/2018","443.5926","441.5320","444.7215","440.5469","","0.47%"
"02/15/2018","441.5320","439.1403","443.1495","435.1091","","0.54%"
"02/14/2018","439.1403","431.7043","440.1896","427.7020","","1.72%"
"02/13/2018","431.7043","431.0462","433.3721","428.5015","","0.28%"
"02/12/2018","430.4984","429.0230","436.4378","429.0230","","0.46%"
"02/09/2018","428.5254","438.5381","438.5381","424.5855","","-2.18%"
"02/08/2018","438.0631","440.8107","441.6168","436.3132","","-0.52%"
"02/07/2018","440.3374","447.8020","451.3525","438.6856","","-1.57%"
"02/06/2018","447.3790","451.5974","451.5974","446.3789","","-0.93%"
"02/05/2018","451.5974","456.5336","456.5336","449.8698","","-1.08%"
"02/02/2018","456.5336","460.2272","462.2236","453.0377","","-0.80%"
"02/01/2018","460.2272","456.5330","461.0639","455.3858","","0.81%"
"01/31/2018","456.5330","456.6109","456.6968","453.2724","","-0.02%"
"01/30/2018","456.6109","460.5896","460.6501","454.9745","","-0.86%"
"01/29/2018","460.5895","463.4450","464.5461","458.7198","","-0.62%"
"01/26/2018","463.4450","460.8564","464.4587","459.0027","","0.56%"
"01/25/2018","460.8564","461.3625","465.8296","459.4227","","-0.11%"
"01/24/2018","461.3625","455.6685","462.2070","455.3838","","1.25%"
"01/23/2018","455.6685","452.3483","456.5427","452.2356","","0.73%"
"01/22/2018","452.3482","450.3725","454.1272","450.1320","","0.44%"
"01/19/2018","450.3725","453.1232","453.1232","449.2525","","-0.61%"
"01/18/2018","453.1232","452.7379","453.8940","450.5870","","0.09%"
"01/17/2018","452.7379","450.9068","453.4926","449.0935","","0.41%"
"01/16/2018","450.9068","453.2331","455.1365","449.5426","","-0.51%"
"01/12/2018","453.2331","450.7316","453.5155","449.0713","","0.45%"
"01/11/2018","451.2194","450.3654","453.8957","450.0141","","0.17%"
"01/10/2018","450.4470","448.3649","451.9143","448.3649","","0.46%"
"01/09/2018","448.4031","443.7877","449.3235","443.4872","","1.05%"
"01/08/2018","443.7555","443.7724","445.5682","442.5124","","0.00%"
"01/05/2018","443.7559","447.8279","448.1035","442.6429","","-0.91%"
"01/04/2018","447.8279","447.1414","449.4261","446.5037","","0.15%"
"01/03/2018","447.1414","442.7151","447.5600","441.9214","","1.00%"
"01/02/2018","442.7151","442.4357","444.6561","441.5399","","0.06%"
"12/29/2017","442.4357","439.9020","443.2997","439.7852","","0.58%"
"12/28/2017","439.9020","437.5827","440.0221","437.0905","","0.53%"
"12/27/2017","437.5827","437.2558","438.3042","434.5412","","0.07%"
"12/26/2017","437.2558","429.3362","437.5358","429.1683","","1.84%"
"12/22/2017","429.3362","427.7987","429.4595","425.9220","","0.36%"
"12/21/2017","427.7987","425.9832","427.7987","424.3419","","0.43%"
"12/20/2017","425.9833","422.8235","426.1576","422.8235","","0.75%"
"12/19/2017","422.8235","421.1064","423.5788","420.7692","","0.41%"
"12/18/2017","421.1064","419.7015","423.1180","419.7015","","0.33%"
"12/15/2017","419.7015","418.7631","421.1110","418.7177","","0.22%"
"12/14/2017","418.7631","415.8312","419.0609","414.3499","","0.71%"
"12/13/2017","415.8313","418.4249","421.7267","415.5870","","-0.63%"
"12/12/2017","418.4786","423.3477","426.6202","417.6513","","-1.16%"
"12/11/2017","423.4001","420.3622","424.0758","418.8835","","0.73%"
"12/08/2017","420.3289","416.7676","422.0380","416.2595","","0.87%"
"12/07/2017","416.6986","414.7243","416.8984","413.7987","","0.50%"
"12/06/2017","414.6364","422.7431","422.7479","414.4885","","-1.92%"
"12/05/2017","422.7431","423.5571","424.2526","421.5316","","-0.19%"
"12/04/2017","423.5571","429.4847","429.4847","423.1476","","-1.38%"
"12/01/2017","429.4847","424.2574","431.9843","424.2008","","1.23%"
"11/30/2017","424.2574","426.1139","428.5022","422.6962","","-0.44%"
"11/29/2017","426.1139","428.7850","430.4289","423.8869","","-0.62%"
"11/28/2017","428.7850","429.6232","429.6232","426.3682","","-0.20%"
"11/27/2017","429.6232","431.2306","431.6926","427.0673","","-0.37%"
"11/24/2017","431.2306","429.0202","432.0907","428.9771","","0.52%"
"11/22/2017","429.0203","424.6620","429.2144","424.6620","","1.03%"
"11/21/2017","424.6620","422.8238","425.9015","422.3808","","0.43%"
"11/20/2017","422.8238","425.3512","425.3512","419.8575","","-0.59%"
"11/17/2017","425.3512","418.7493","425.7632","418.6386","","1.58%"
"11/16/2017","418.7493","420.6230","421.4180","418.2155","","-0.45%"
"11/15/2017","420.6230","421.8385","421.8385","418.2788","","-0.29%"
"11/14/2017","421.8385","428.5261","428.5261","419.6723","","-1.56%"
"11/13/2017","428.5262","429.3980","430.6182","426.9340","","-0.01%"
"11/10/2017","428.5886","429.9424","431.1653","427.4636","","-0.14%"
"11/09/2017","429.1921","428.1091","430.8113","426.9293","","0.42%"
"11/08/2017","427.3942","428.3329","431.4959","425.4420","","-0.04%"
"11/07/2017","427.5842","430.1434","431.0817","426.6046","","-0.43%"
"11/06/2017","429.4419","420.5946","430.2702","420.5946","","2.10%"
"11/03/2017","420.5946","415.7047","421.0500","415.3991","","1.18%"
"11/02/2017","415.7047","415.1633","416.0770","413.1466","","0.13%"
"11/01/2017","415.1633","415.1419","419.6347","413.3165","","0.01%"
"10/31/2017","415.1419","413.8049","416.1082","412.6986","","0.32%"
"10/30/2017","413.8049","412.0391","414.7938","412.0340","","0.43%"
"10/27/2017","412.0391","408.5425","412.3411","405.3051","","0.86%"
"10/26/2017","408.5425","406.4424","408.8271","404.7485","","0.52%"
"10/25/2017","406.4425","406.7582","408.2881","404.9985","","-0.08%"
"10/24/2017","406.7582","402.9400","406.9104","401.7387","","0.95%"
"10/23/2017","402.9400","402.3824","404.3114","402.3072","","0.14%"
"10/20/2017","402.3825","401.0284","402.9775","398.9179","","0.34%"
"10/19/2017","401.0285","403.3207","404.3446","399.5575","","-0.57%"
"10/18/2017","403.3208","403.2407","404.7737","401.7290","","0.02%"
"10/17/2017","403.2407","404.6570","405.9764","401.3498","","-0.35%"
"10/16/2017","404.6570","402.7995","407.5442","402.7995","","0.46%"
"10/13/2017","402.7995","398.0978","403.6111","398.0978","","1.18%"
"10/12/2017","398.0978","399.8071","399.9089","396.3667","","-0.38%"
"10/11/2017","399.6354","398.6860","399.9138","397.3185","","0.28%"
"10/10/2017","398.5061","392.6748","399.0708","392.5599","","1.54%"
"10/09/2017","392.4628","392.0584","393.1580","390.4912","","0.16%"
"10/06/2017","391.8488","398.8691","399.4096","390.3713","","-1.72%"
"10/05/2017","398.7031","393.7277","400.2839","393.3385","","1.26%"
"10/04/2017","393.7277","393.8475","395.6528","391.8365","","-0.03%"
"10/03/2017","393.8475","393.9777","395.2278","392.2500","","-0.03%"
"10/02/2017","393.9778","399.3082","399.3630","392.0121","","-1.33%"
"09/29/2017","399.3082","400.2006","400.9606","398.4378","","-0.22%"
"09/28/2017","400.2006","402.2653","404.6340","398.6792","","-0.51%"
"09/27/2017","402.2653","401.5727","403.5275","399.9639","","0.17%"
"09/26/2017","401.5727","404.2501","406.1260","399.6055","","-0.66%"
"09/25/2017","404.2501","398.0375","404.4790","396.6274","","1.56%"
"09/22/2017","398.0375","397.2739","398.4348","396.3226","","0.19%"
"09/21/2017","397.2739","398.6966","398.8073","395.5924","","-0.36%"
"09/20/2017","398.6966","393.5033","399.5893","393.5033","","1.32%"
"09/19/2017","393.5033","394.9353","397.0822","392.4399","","-0.36%"
"09/18/2017","394.9353","395.8953","397.8885","392.7796","","-0.24%"
"09/15/2017","395.8953","394.2261","396.1796","391.8257","","0.42%"
"09/14/2017","394.2261","392.5494","396.8693","391.7226","","0.46%"
"09/13/2017","392.4128","388.8147","392.6803","387.8331","","0.97%"
"09/12/2017","388.6460","388.3428","389.8450","386.2401","","0.13%"
"09/11/2017","388.1581","387.3101","389.0574","384.4891","","0.25%"
"09/08/2017","387.1843","392.3887","394.1645","386.4451","","-1.31%"
"09/07/2017","392.3396","392.4347","393.4894","391.0122","","-0.02%"
"09/06/2017","392.4347","389.9737","393.0868","388.4570","","0.63%"
"09/05/2017","389.9737","386.3811","391.1499","384.4764","","0.93%"
"09/01/2017","386.3811","386.0041","386.5264","382.9666","","0.10%"
"08/31/2017","386.0041","375.8529","386.1453","374.9773","","2.70%"
"08/30/2017","375.8529","377.4760","378.3470","375.0791","","-0.43%"
"08/29/2017","377.4760","376.9611","378.9942","375.4524","","0.14%"
"08/28/2017","376.9611","380.9480","380.9480","375.8924","","-0.55%"
"08/25/2017","379.0568","378.9851","381.5761","377.4425","","0.02%"
"08/24/2017","378.9851","379.9869","381.4678","376.7892","","-0.26%"
