Date,Open,High,Low,Close,Adj Close,Volume
7/5/2006,559.119995,569.200012,558.23999,568,568,62050
7/6/2006,566.400024,568.799988,561.599976,566.159973,566.159973,42113
7/7/2006,571.440002,572,558.159973,558.799988,558.799988,51913
7/10/2006,556.559998,558.799988,541.119995,556.47998,556.47998,24588
7/11/2006,562.47998,564.799988,559.919983,560.640015,560.640015,29713
7/12/2006,563.200012,569.119995,558.880005,569.119995,569.119995,78913
7/13/2006,574,586.320007,574,586,586,203250
7/14/2006,593.200012,596.799988,585.359985,585.76001,585.76001,207300
7/17/2006,581.840027,585.679993,572.159973,573.200012,573.200012,125988
7/18/2006,579.599976,583.039978,561.039978,566,566,132500
7/19/2006,562,564.159973,549.280029,558.799988,558.799988,109563
7/20/2006,561.200012,562.799988,550.799988,552.799988,552.799988,71088
7/21/2006,557.840027,561.599976,552.159973,556.159973,556.159973,63025
7/24/2006,552,561.440002,549.599976,561.359985,561.359985,49263
7/25/2006,563.359985,563.52002,549.679993,552,552,136013
7/26/2006,551.280029,558.400024,549.76001,553.359985,553.359985,60150
7/27/2006,558.23999,559.359985,553.440002,557.440002,557.440002,45925
7/28/2006,552.400024,554,543.200012,548,548,141188
7/31/2006,550.23999,557.440002,546,556.159973,556.159973,60813
8/1/2006,559.200012,564,556.799988,561.200012,561.200012,56638
8/2/2006,565.359985,571.359985,564.47998,568.960022,568.960022,95188
8/3/2006,559.76001,565.840027,558.400024,564.47998,564.47998,61538
8/4/2006,564.080017,564.080017,554.640015,558.47998,558.47998,38013
8/7/2006,568.719971,577.119995,567.200012,576,576,171888
8/8/2006,572,578.719971,569.599976,570.400024,570.400024,52450
8/9/2006,571.200012,576.799988,567.52002,569.359985,569.359985,61025
8/10/2006,563.679993,564.320007,553.76001,556.799988,556.799988,112675
8/11/2006,557.840027,559.200012,553.359985,557.840027,557.840027,37738
8/14/2006,548.799988,550.960022,545.52002,548.719971,548.719971,45688
8/15/2006,550.719971,553.039978,545.440002,545.679993,545.679993,29825
8/16/2006,543.52002,546.159973,536.159973,536.799988,536.799988,91538
8/17/2006,530.719971,532.159973,525.599976,528.400024,528.400024,114500
8/18/2006,530.23999,532,522,529.440002,529.440002,79688
8/21/2006,535.280029,539.679993,532,539.359985,539.359985,119850
8/22/2006,538.400024,540.080017,534.640015,536.400024,536.400024,73800
8/23/2006,532.799988,534.400024,523.599976,528,528,91050
8/24/2006,526.960022,534,525.840027,534,534,51025
8/25/2006,540,542.400024,532.400024,532.400024,532.400024,118675
8/28/2006,524.159973,524.47998,516.559998,519.039978,519.039978,134500
8/29/2006,514.080017,516.960022,510.399994,513.52002,513.52002,121275
8/30/2006,514.640015,518.799988,505.600006,518.799988,518.799988,141625
8/31/2006,514.400024,518.47998,510.640015,518.400024,518.400024,90200
9/1/2006,518,518.400024,508.320007,510,510,73950
9/5/2006,506.959991,508.399994,502.880005,506.480011,506.480011,92575
9/6/2006,501.440002,507.119995,497.359985,497.600006,497.600006,125950
9/7/2006,498.640015,499.279999,492.23999,495.119995,495.119995,119538
9/8/2006,496.320007,496.959991,486.640015,487.200012,487.200012,171100
9/11/2006,481.440002,486.799988,476.959991,480.23999,480.23999,199150
9/12/2006,480.480011,482.480011,469.200012,470.079987,470.079987,182500
9/13/2006,471.920013,475.440002,467.839996,472,472,207600
9/14/2006,470.959991,472.399994,462.160004,465.200012,465.200012,162438
9/15/2006,462.079987,465.600006,455.440002,464.320007,464.320007,257363
9/18/2006,466.320007,471.76001,460,466.559998,466.559998,186050
9/19/2006,468.480011,471.600006,449.839996,450,450,256363
9/20/2006,445.440002,451.279999,439.279999,440.399994,440.399994,417375
9/21/2006,442.799988,447.600006,439.920013,447.119995,447.119995,260925
9/22/2006,448.399994,450.23999,436.399994,437.119995,437.119995,244425
9/25/2006,434.320007,450.399994,432.480011,445.359985,445.359985,231850
9/26/2006,443.359985,449.600006,439.76001,443.359985,443.359985,197750
9/27/2006,446.959991,457.600006,436.480011,457.279999,457.279999,237500
9/28/2006,457.600006,464,452.799988,453.200012,453.200012,165588
9/29/2006,452.399994,456.959991,446.399994,456,456,114363
10/2/2006,453.600006,455.200012,442,442.480011,442.480011,99500
10/3/2006,436.959991,439.200012,424.880005,425.920013,425.920013,233350
10/4/2006,428.399994,433.600006,419.679993,432.320007,432.320007,244038
10/5/2006,441.279999,441.920013,432,436.720001,436.720001,190500
10/6/2006,434.799988,436.880005,427.600006,434.799988,434.799988,160975
10/9/2006,436.880005,445.040009,435.359985,436.799988,436.799988,197988
10/10/2006,432.559998,434.720001,427.279999,429.359985,429.359985,197000
10/11/2006,429.200012,431.679993,421.200012,421.200012,421.200012,187400
10/12/2006,422.399994,427.440002,420.160004,427.440002,427.440002,244500
10/13/2006,429.76001,434.880005,428.160004,429.200012,429.200012,229175
10/16/2006,428.480011,438.399994,424.880005,437.76001,437.76001,188400
10/17/2006,439.920013,439.920013,429.76001,431.920013,431.920013,148650
10/18/2006,429.920013,435.679993,420.399994,422.799988,422.799988,202425
10/19/2006,424.160004,432.880005,421.279999,431.200012,431.200012,137213
10/20/2006,431.920013,432,420.480011,422,422,180525
10/23/2006,415.600006,419.440002,413.679993,418.959991,418.959991,217038
10/24/2006,416.640015,424.23999,416.320007,422.720001,422.720001,145513
10/25/2006,423.279999,438,422.720001,437.600006,437.600006,287650
10/26/2006,437.76001,438.480011,428,429.200012,429.200012,169438
10/27/2006,431.279999,433.839996,426.720001,432,432,144238
10/30/2006,425.119995,426.23999,414.880005,415.839996,415.839996,378050
10/31/2006,411.519989,418.23999,406.559998,416.799988,416.799988,480038
11/1/2006,417.040009,422.559998,411.600006,416.959991,416.959991,424388
11/2/2006,413.920013,420,410.880005,412,412,326988
11/3/2006,415.920013,422,415.200012,421.440002,421.440002,270463
11/6/2006,420.799988,429.920013,420.799988,427.600006,427.600006,225725
11/7/2006,426.959991,427.839996,419.600006,420.799988,420.799988,198375
11/8/2006,420.959991,428,420.720001,427.200012,427.200012,246100
11/9/2006,432,436.959991,431.519989,436,436,296200
11/10/2006,433.76001,436,425.600006,426.399994,426.399994,244575
11/13/2006,421.359985,423.600006,417.600006,418.799988,418.799988,474788
11/14/2006,420.399994,422.799988,416.079987,417.119995,417.119995,191088
11/15/2006,418.799988,424.399994,418.079987,420,420,393300
11/16/2006,422.880005,424.480011,404,404.720001,404.720001,576500
11/17/2006,403.679993,408.559998,402.959991,407.519989,407.519989,376750
11/20/2006,405.119995,408,402,407.76001,407.76001,227475
11/21/2006,410.399994,417.76001,408.320007,415.839996,415.839996,263100
11/22/2006,416.160004,417.920013,404.640015,410.480011,410.480011,326288
11/24/2006,414,416.480011,413.200012,414.399994,414.399994,129300
11/27/2006,413.519989,418.640015,412.799988,418.399994,418.399994,232600
11/28/2006,420.799988,423.76001,418.559998,421.679993,421.679993,228888
11/29/2006,425.119995,433.440002,424,433.119995,433.119995,321813
11/30/2006,436.160004,441.679993,434.880005,436.640015,436.640015,274188
12/1/2006,434.399994,441.600006,432,440.399994,440.399994,188250
12/4/2006,435.76001,436.320007,429.279999,433.600006,433.600006,279900
12/5/2006,436.559998,438.320007,427.040009,434.399994,434.399994,246175
12/6/2006,431.519989,436.23999,429.359985,431.119995,431.119995,294638
12/7/2006,429.76001,430.959991,426.880005,430.880005,430.880005,228725
12/8/2006,434.079987,435.359985,427.200012,428.640015,428.640015,217388
12/11/2006,424,428.160004,421.519989,424,424,220225
12/12/2006,424.320007,426.399994,417.200012,420.399994,420.399994,197150
12/13/2006,419.279999,424.799988,418.320007,423.040009,423.040009,203650
12/14/2006,427.920013,430.720001,426.640015,429.839996,429.839996,192100
12/15/2006,431.839996,434.399994,427.920013,434.399994,434.399994,159875
12/18/2006,430.640015,430.880005,424.959991,425.279999,425.279999,115750
12/19/2006,423.600006,433.920013,423.600006,432,432,190363
12/20/2006,432.399994,435.119995,429.519989,432.399994,432.399994,131388
12/21/2006,430.959991,430.959991,423.119995,426.720001,426.720001,128025
12/22/2006,426.559998,427.040009,421.679993,423.359985,423.359985,90600
12/26/2006,425.279999,425.600006,411.440002,413.119995,413.119995,181950
12/27/2006,414,415.519989,409.76001,410.799988,410.799988,146000
12/28/2006,412.23999,412.880005,408.399994,410.399994,410.399994,157650
12/29/2006,408.160004,414.799988,408,412.799988,412.799988,133250
1/3/2007,411.359985,411.359985,393.040009,395.200012,395.200012,401713
1/4/2007,388.320007,391.200012,377.76001,379.119995,379.119995,557488
1/5/2007,379.200012,383.440002,375.119995,382.640015,382.640015,454100
1/8/2007,389.76001,392.399994,376,379.920013,379.920013,493650
1/9/2007,370.160004,380,369.440002,378.399994,378.399994,502463
1/10/2007,373.119995,374,362.880005,362.880005,362.880005,793225
1/11/2007,362,369.119995,352.079987,354.720001,354.720001,1126175
1/12/2007,354.23999,360,348.079987,357.040009,357.040009,1258575
1/16/2007,353.279999,355.200012,343.279999,346.720001,346.720001,1148113
1/17/2007,343.920013,354.799988,341.600006,353.76001,353.76001,1416750
1/18/2007,354.399994,356.799988,340.480011,345.839996,345.839996,1687750
1/19/2007,347.519989,356,347.040009,355.440002,355.440002,751750
1/22/2007,358.559998,364.079987,347.519989,350.720001,350.720001,1325663
1/23/2007,354.880005,366.640015,353.679993,365.200012,365.200012,966100
1/24/2007,363.76001,369.440002,357.679993,368.799988,368.799988,671200
1/25/2007,369.519989,371.839996,360.799988,362.160004,362.160004,474100
1/26/2007,364.799988,371.200012,364.399994,370.23999,370.23999,548250
1/29/2007,367.440002,369.440002,359.200012,359.76001,359.76001,391200
1/30/2007,361.920013,380,361.920013,378.880005,378.880005,713313
1/31/2007,377.279999,387.600006,372,385.920013,385.920013,738713
2/1/2007,386,392,381.119995,382.720001,382.720001,659713
2/2/2007,385.76001,394.720001,380.799988,394.720001,394.720001,586163
2/5/2007,396.959991,399.600006,390.320007,392.799988,392.799988,715488
2/6/2007,397.200012,398.320007,390.480011,393.679993,393.679993,604425
2/7/2007,396.160004,398.399994,382.720001,386,386,642200
2/8/2007,387.920013,400.160004,385.040009,398,398,650063
2/9/2007,400.399994,405.920013,397.679993,399.920013,399.920013,743300
2/12/2007,394.640015,396.399994,384.959991,386.959991,386.959991,581175
2/13/2007,389.440002,399.119995,388.720001,394.880005,394.880005,333750
2/14/2007,393.200012,396.399994,384.640015,387.600006,387.600006,604400
2/15/2007,387.600006,388.640015,378.399994,386.799988,386.799988,436050
2/16/2007,389.279999,396.399994,388.320007,394.799988,394.799988,365975
2/20/2007,386.079987,393.920013,382.720001,389.359985,389.359985,342500
2/21/2007,390.320007,401.359985,385.920013,398.880005,398.880005,530675
2/22/2007,398,405.600006,395.679993,402.640015,402.640015,430488
2/23/2007,406.799988,409.440002,401.040009,403.679993,403.679993,477800
2/26/2007,406.480011,409.200012,402.160004,407.200012,407.200012,322475
2/27/2007,400.880005,412.320007,399.600006,399.600006,399.600006,635475
2/28/2007,405.119995,411.200012,399.600006,409.440002,409.440002,414150
3/1/2007,407.920013,413.440002,402.880005,409.920013,409.920013,342975
3/2/2007,412,413.119995,406.799988,408.079987,408.079987,325625
3/5/2007,400.23999,402.880005,395.040009,396.959991,396.959991,460150
3/6/2007,402,402.880005,397.839996,402.559998,402.559998,191675
3/7/2007,404,411.920013,403.200012,410.320007,410.320007,418038
3/8/2007,412.480011,412.720001,407.119995,410.320007,410.320007,202188
3/9/2007,409.600006,409.920013,400.559998,400.880005,400.880005,229550
3/12/2007,396.799988,398.880005,392,394.799988,394.799988,416625
3/13/2007,397.040009,401.200012,389.359985,391.519989,391.519989,369613
3/14/2007,392.160004,394.559998,388.880005,393.119995,393.119995,246863
3/15/2007,394.559998,395.279999,388.079987,389.359985,389.359985,172275
3/16/2007,391.839996,396.160004,382.23999,387.359985,387.359985,288625
3/19/2007,388,392,385.600006,389.600006,389.600006,235888
3/20/2007,388.799988,391.279999,384.559998,387.679993,387.679993,240613
3/21/2007,388,390.559998,384.799988,390.399994,390.399994,319188
3/22/2007,393.600006,401.600006,393.600006,401.440002,401.440002,313988
3/23/2007,403.920013,407.119995,402,404.559998,404.559998,283275
3/26/2007,410.480011,411.600006,405.600006,409.359985,409.359985,361138
3/27/2007,406,410.160004,405.040009,409.600006,409.600006,336500
3/28/2007,415.920013,422.079987,414,416,416,765213
3/29/2007,421.119995,431.839996,419.200012,428.959991,428.959991,852188
3/30/2007,428.079987,433.600006,426,426.799988,426.799988,708725
4/2/2007,428.399994,433.76001,424.559998,428.480011,428.480011,463113
4/3/2007,423.839996,424.559998,416.399994,419.679993,419.679993,549738
4/4/2007,417.119995,420.880005,413.200012,418.640015,418.640015,537875
4/5/2007,422,422.160004,414.079987,416.079987,416.079987,399800
4/9/2007,415.679993,416.720001,400.160004,402.799988,402.799988,589800
4/10/2007,402.23999,406.23999,402.23999,404.880005,404.880005,294963
4/11/2007,402.640015,410,400,403.679993,403.679993,403950
4/12/2007,407.119995,413.679993,406.399994,413.200012,413.200012,274050
4/13/2007,414.640015,416.320007,411.920013,412.160004,412.160004,191363
4/16/2007,412.799988,413.839996,405.679993,409.600006,409.600006,277900
4/17/2007,411.519989,413.359985,401.600006,402.320007,402.320007,280488
4/18/2007,400.399994,402.880005,396,401.119995,401.119995,354575
4/19/2007,398.959991,399.200012,393.200012,393.76001,393.76001,288088
4/20/2007,395.200012,400.880005,393.920013,400.399994,400.399994,232800
4/23/2007,400.079987,411.359985,399.76001,409.76001,409.76001,400513
4/24/2007,410.480011,413.519989,400.320007,403.119995,403.119995,374638
4/25/2007,405.600006,411.359985,403.279999,410.559998,410.559998,309175
4/26/2007,408.160004,414.23999,404.559998,407.519989,407.519989,207113
4/27/2007,404.880005,415.76001,404.23999,414.720001,414.720001,257888
4/30/2007,412.799988,415.679993,408.399994,409.920013,409.920013,226950
5/1/2007,408.959991,413.040009,401.200012,402.880005,402.880005,320013
5/2/2007,400.959991,401.76001,393.839996,396.720001,396.720001,652313
5/3/2007,394.799988,396.880005,391.839996,394.23999,394.23999,412588
5/4/2007,395.200012,395.839996,384.880005,386.399994,386.399994,519325
5/7/2007,382.799988,386,380.320007,384.480011,384.480011,510800
5/8/2007,385.279999,390.720001,382.480011,389.119995,389.119995,428388
5/9/2007,388.480011,389.040009,379.119995,384.079987,384.079987,439713
5/10/2007,388,388.880005,382.559998,385.200012,385.200012,300388
5/11/2007,388.160004,390.640015,385.76001,388.559998,388.559998,292588
5/14/2007,390.880005,391.440002,386.399994,388.480011,388.480011,191375
5/15/2007,387.279999,393.440002,387.119995,391.920013,391.920013,262575
5/16/2007,389.679993,390.640015,384.480011,388.23999,388.23999,340013
5/17/2007,390.23999,401.76001,389.920013,401.279999,401.279999,397313
5/18/2007,401.119995,404.480011,399.76001,400.799988,400.799988,238013
5/21/2007,401.440002,408.23999,397.359985,406.559998,406.559998,469100
5/22/2007,403.440002,405.279999,398.320007,399.359985,399.359985,313400
5/23/2007,398.480011,402.720001,396.079987,401.359985,401.359985,287488
5/24/2007,399.920013,400.640015,388.720001,391.440002,391.440002,313613
5/25/2007,395.679993,397.279999,391.200012,396,396,164388
5/29/2007,390,391.200012,381.040009,387.200012,387.200012,531138
5/30/2007,385.600006,389.200012,385.279999,385.679993,385.679993,303338
5/31/2007,385.200012,391.679993,380.640015,391.679993,391.679993,480650
6/1/2007,393.040009,397.519989,390.880005,395.679993,395.679993,230063
6/4/2007,395.600006,405.200012,395.600006,402.799988,402.799988,793100
6/5/2007,399.279999,403.440002,397.839996,400.160004,400.160004,298363
6/6/2007,399.920013,404.160004,397.600006,402.480011,402.480011,309213
6/7/2007,402.079987,409.920013,402.079987,405.200012,405.200012,388888
6/8/2007,399.040009,401.920013,392.320007,392.480011,392.480011,433800
6/11/2007,395.200012,400.399994,392.880005,398.720001,398.720001,332700
6/12/2007,398,398.720001,393.839996,396.480011,396.480011,145025
6/13/2007,396.079987,403.279999,394.079987,400.720001,400.720001,388788
6/14/2007,405.200012,410.559998,404.720001,408.799988,408.799988,568013
6/15/2007,410.079987,413.279999,408.399994,412.23999,412.23999,458025
6/18/2007,411.359985,418.480011,409.519989,417.119995,417.119995,276075
6/19/2007,415.76001,420.640015,414.160004,416.959991,416.959991,249425
6/20/2007,416.079987,418.399994,406.799988,412.399994,412.399994,532500
6/21/2007,419.359985,419.359985,410.480011,412.799988,412.799988,308188
6/22/2007,415.679993,417.839996,412.880005,415.119995,415.119995,250788
6/25/2007,406.880005,417.839996,406.079987,415.679993,415.679993,566738
6/26/2007,412.959991,413.040009,406.959991,408.959991,408.959991,502863
6/27/2007,405.279999,417.200012,403.839996,415.040009,415.040009,603375
6/28/2007,421.200012,423.920013,418,419.76001,419.76001,482725
6/29/2007,423.200012,427.600006,421.359985,424,424,423888
7/2/2007,421.600006,428.640015,418.880005,428.23999,428.23999,191050
7/3/2007,426.320007,428.320007,425.600006,428.320007,428.320007,86125
7/5/2007,433.600006,435.440002,426.480011,433.200012,433.200012,277750
7/6/2007,437.279999,439.200012,434.799988,437.440002,437.440002,167788
7/9/2007,438,440.079987,433.76001,434.799988,434.799988,288363
7/10/2007,434.399994,440,433.440002,437.76001,437.76001,215438
7/11/2007,436.399994,440,434.959991,437.279999,437.279999,213213
7/12/2007,441.359985,444.799988,433.679993,437.920013,437.920013,330600
7/13/2007,441.119995,445.040009,440.799988,444.320007,444.320007,238138
7/16/2007,445.359985,447.679993,442.880005,446.079987,446.079987,224950
7/17/2007,449.200012,452.480011,442.23999,445.119995,445.119995,299313
7/18/2007,447.200012,453.200012,445.359985,452.640015,452.640015,306338
7/19/2007,454.799988,457.359985,449.76001,456.640015,456.640015,228863
7/20/2007,457.040009,458.320007,453.040009,456,456,140363
7/23/2007,449.600006,451.119995,447.119995,451.040009,451.040009,290175
7/24/2007,442.720001,444.320007,438.160004,441.279999,441.279999,353988
7/25/2007,444.399994,459.519989,440.480011,459.519989,459.519989,394175
7/26/2007,463.440002,463.519989,448.320007,449.76001,449.76001,554325
7/27/2007,452.799988,463.519989,449.600006,461.920013,461.920013,402975
7/30/2007,463.600006,464.880005,457.119995,460,460,233538
7/31/2007,464,470.640015,462.799988,468.23999,468.23999,283850
8/1/2007,468,473.600006,457.519989,462.079987,462.079987,572325
8/2/2007,460.559998,465.679993,458.720001,461.600006,461.600006,390500
8/3/2007,462.320007,462.559998,451.519989,451.519989,451.519989,267688
8/6/2007,444,444.720001,431.040009,433.600006,433.600006,502613
8/7/2007,432.320007,436.959991,428.23999,434.880005,434.880005,453425
8/8/2007,433.279999,439.600006,432.079987,434.160004,434.160004,415850
8/9/2007,425.839996,433.119995,424.720001,430.23999,430.23999,273288
8/10/2007,422.720001,430.480011,421.519989,429.119995,429.119995,256750
8/13/2007,435.600006,438.799988,426.959991,430.799988,430.799988,300475
8/14/2007,433.440002,434.720001,428.320007,433.839996,433.839996,296688
8/15/2007,437.679993,445.920013,435.839996,441.040009,441.040009,269350
8/16/2007,438.640015,438.640015,421.839996,428.640015,428.640015,556113
8/17/2007,434.399994,437.920013,430,432.23999,432.23999,608650
8/20/2007,427.119995,429.440002,421.839996,428.320007,428.320007,307000
8/21/2007,426.880005,431.359985,415.679993,419.440002,419.440002,507225
8/22/2007,421.600006,424.160004,414.079987,418.799988,418.799988,396975
8/23/2007,421.040009,422.160004,416.480011,421.200012,421.200012,185013
8/24/2007,423.76001,430.160004,423.279999,429.119995,429.119995,274250
8/27/2007,426.399994,435.440002,423.679993,434.640015,434.640015,188388
8/28/2007,434.160004,436.079987,429.76001,432.23999,432.23999,240050
8/29/2007,436,444.399994,436,444.399994,444.399994,270000
8/30/2007,442,445.119995,439.359985,444,444,161425
8/31/2007,448.23999,449.279999,444.320007,446.23999,446.23999,128575
9/4/2007,447.679993,454.399994,447.440002,454,454,127788
9/5/2007,452.079987,458.480011,451.679993,458.079987,458.079987,141538
9/6/2007,463.600006,467.519989,454.959991,461.040009,461.040009,523125
9/7/2007,460.399994,464,456.799988,462.079987,462.079987,534738
9/10/2007,457.76001,472.23999,457.359985,470.320007,470.320007,387200
9/11/2007,467.440002,472.23999,463.600006,471.679993,471.679993,592450
9/12/2007,473.679993,482.399994,472.959991,480,480,498450
9/13/2007,478.640015,482.959991,477.040009,481.359985,481.359985,221038
9/14/2007,480.959991,484.559998,476.23999,478.320007,478.320007,445875
9/17/2007,478.160004,486.720001,477.519989,485.359985,485.359985,269663
9/18/2007,485.119995,497.279999,483.679993,496.399994,496.399994,375438
9/19/2007,495.440002,497.920013,489.440002,494.559998,494.559998,485125
9/20/2007,495.279999,502.23999,492.320007,501.200012,501.200012,206500
9/21/2007,502.23999,504.880005,494.399994,497.119995,497.119995,352400
9/24/2007,495.839996,500.799988,493.119995,494.559998,494.559998,193200
9/25/2007,488.480011,490.480011,484.720001,488.559998,488.559998,286450
9/26/2007,493.279999,495.839996,481.440002,493.600006,493.600006,407700
9/27/2007,501.040009,509.76001,498.720001,507.519989,507.519989,354650
9/28/2007,511.679993,514,499.359985,500.399994,500.399994,334713
10/1/2007,498.160004,499.519989,488.079987,492.720001,492.720001,308850
10/2/2007,488.399994,493.200012,484.559998,493.040009,493.040009,239088
10/3/2007,494.320007,496.559998,488.799988,490.320007,490.320007,165375
10/4/2007,487.359985,502,484.720001,500.880005,500.880005,248263
10/5/2007,496.799988,501.119995,494.720001,498.23999,498.23999,168838
10/8/2007,491.359985,492.480011,481.519989,486.079987,486.079987,181000
10/9/2007,485.920013,496.720001,485.600006,491.200012,491.200012,388688
10/10/2007,492.559998,499.359985,489.600006,499.200012,499.200012,190238
10/11/2007,503.679993,512.640015,502.399994,508.720001,508.720001,259550
10/12/2007,508.640015,513.919983,507.279999,512,512,175875
10/15/2007,520,527.840027,518.159973,527.119995,527.119995,261850
10/16/2007,529.679993,538.47998,528,535.840027,535.840027,499788
10/17/2007,537.280029,542.719971,531.039978,533.039978,533.039978,751513
10/18/2007,538.23999,547.200012,536.080017,545.359985,545.359985,316238
10/19/2007,540.719971,542.47998,534.559998,537.119995,537.119995,681375
10/22/2007,533.280029,538.880005,527.76001,532.320007,532.320007,625950
10/23/2007,536.23999,537.200012,525.76001,526.640015,526.640015,285813
10/24/2007,527.76001,543.919983,527.200012,543.840027,543.840027,311675
10/25/2007,548.320007,561.440002,546.47998,560.960022,560.960022,403775
10/26/2007,569.200012,570.159973,562,569.359985,569.359985,363675
10/29/2007,572.559998,581.200012,568.640015,580,580,416488
10/30/2007,572.320007,573.52002,556.320007,556.320007,556.320007,515438
10/31/2007,568.640015,587.440002,564.400024,586.159973,586.159973,795050
11/1/2007,585.280029,585.359985,571.359985,577.359985,577.359985,632600
11/2/2007,585.76001,595.359985,582.719971,594.799988,594.799988,339363
11/5/2007,586.320007,596.799988,583.599976,588.320007,588.320007,299738
11/6/2007,598,603.359985,594.960022,602.719971,602.719971,363763
11/7/2007,607.52002,610.559998,589.599976,595.840027,595.840027,671113
11/8/2007,606.23999,608.47998,592.640015,592.640015,592.640015,360913
11/9/2007,594.320007,600.799988,590.559998,598.159973,598.159973,470725
11/12/2007,584.47998,590.47998,581.919983,582.159973,582.159973,470338
11/13/2007,579.679993,581.919983,560.23999,567.440002,567.440002,625225
11/14/2007,575.119995,584.799988,574.159973,580.799988,580.799988,315100
11/15/2007,577.76001,580.880005,568.640015,578.400024,578.400024,426638
11/16/2007,588.47998,593.039978,585.76001,591.200012,591.200012,426713
11/19/2007,594,596.47998,585.76001,595.919983,595.919983,341750
11/20/2007,602.080017,620,600.320007,618.719971,618.719971,392375
11/21/2007,620,620.719971,605.76001,611.52002,611.52002,483213
11/23/2007,611.200012,617.76001,609.679993,614.080017,614.080017,77325
11/26/2007,611.280029,617.919983,607.119995,610,610,300813
11/27/2007,597.840027,600.320007,592.47998,594.400024,594.400024,523513
11/28/2007,596.559998,597.440002,568.559998,574.400024,574.400024,645075
